54,39
80,33
61,29
52,93
13,29
65,86
35
28,54
67,81
77,8
80,52
46,03
63,27
56,53
74,09
66,09
66,13
72,37
67,26
53,77
78,44
33,88
29,91
32,59
74,66
13,7
78,49
47,61
70,95
50,12
85,38
44,22
73,47
75,85
27,4
7,61
40,19
56,46
61,3
6,84
59,77
30,4
11,91
49,51
20,36
8,18
5,58
90,61
65,55
37,98
48,12
14,4
63,88
48,99
69,65
17,16
22,45
52,65
51,6
77,22
58,76
62,93
9,23
28,44
77,13
52,63
85,87
38,81
14,59
58,81
34,07
15,18
37,89
22,54
31,56
68,7
20,33
51,32
12,54
34,64
65,92
50,73
51,64
59,79
13,03
18,38
41,33
9,19
90,63
14,87
46,13
63,42
36,76
77,73
6,57
83,62
90,02
40,76
40,75
74,84
29,11
6,81
43,11
79,29
23,51
24,53
49,86
75,93
24,53
64,42
38,21
31,73
67,46
19,55
86,64
88,37
17,63
21,63
90,61
51,51
14,3
73,48
18,18
81,97
11,33
13,88
52,44
33,95
18,19
80,58
5,62
68,03
85,49
61,7
53,59
26,39
53,93
58,65
80,36
66,7
10,77
13,23
18,89
88,8
88,39
38,76
31,01
39,32
62,46
40,29
70,53
90,76
12,07
9,71
79,87
15,02
72,61
63,92
7,33
24,45
47,68
10,49
39,85
59,62
87,63
52,53
9,39
42,87
72,06
37,92
35,45
90,84
85,55
81,62
40,92
59,74
9,12
77,31
43,93
68,4
90,87
83,02
18,29
53,12
45,32
87,9
36,04
13,14
12,51
58,03
28,25
54
9,14
11,33
81,18
11,97
33,34
81,4
73,08
75,7
64,18
58,82
9,34
66,26
90,3
7,98
78,22
82,37
82,6
36,29
74,41
72,32
24,43
29,24
32,01
53,74
78,66
64,81
75,84
61,16
43,1
16,58
67,32
22,75
50,16
74,84
65,78
45,13
34,54
83,06
62,53
71,44
72,89
13,74
76,4
60,08
10,64
40,04
70,08
86,59
74,5
10,04
23,85
12,92
56,38
86,08
28,42
41,87
17,1
22,13
23,29
60,37
42,12
37,43
22,77
26,4
85,75
22,81
62,95
87,51
43,96
7,14
87,9
37,31
84,19
13,69
62,67
82,45
48,28
27,58
50,61
89,32
50,53
12,92
78,11
75,65
22,27
19,36
6,31
60,58
61,16
79,51
16,74
44,4
66,73
37,01
16,8
65,62
70,4
62,93
48,52
26,34
27,74
66,88
71,32
31,53
31,32
14,89
82,99
65,77
12,79
68,3
56,07
39,12
86,24
15,93
81,77
8,28
21,56
16,24
59,1
62,82
8,87
50,58
40,62
10,13
50,97
56,33
21,33
80,18
49,61
11,63
83,74
64,49
70,43
11,35
44,84
22,26
51,06
11,7
72,38
68,86
74,32
15,68
90,38
70,72
61,18
54,9
55,21
56,69
21,56
40,98
50,95
25,02
60,18
13,4
71,74
45,13
69,93
15,2
36,85
72,13
50,67
35,98
35,95
61,29
19,28
74,6
64,75
29,13
84,91
52,95
50,97
75,63
9,78
82,09
13,41
61,42
40,46
75,56
69,25
65,29
9,65
86,4
62,81
8,49
79,47
40,39
14,78
20,3
30,82
34,7
69,17
45,4
12,04
37,51
32,96
35,73
17,42
63,3
19,34
14,57
52,69
44,31
68,08
36,6
61,76
83,44
77,39
45,51
75,15
13,07
57,9
76,22
5,01
37,57
13,23
88,83
70,29
47,24
69,55
79,77
78,9
48,68
30,62
16,58
13,67
57,46
43,55
45,23
79,33
51,69
51,23
35,88
24,26
61,72
32,25
35,51
81,82
62,21
79,67
68,63
53,38
13,75
84,1
73,85
48,01
18,11
58,11
54,04
76,32
43,5
46,29
50
50,28
85,81
43,02
21,69
74,59
28,85
64,9
30,99
65,14
33,75
5,77
21,06
19,19
72,07
78,36
65,29
39,53
55,75
86,44
80,53
89,73
88,2
31,94
41,42
40,56
78,93
28,63
13,15
46,07
21,16
56,36
64,16
53,83
58,99
7,43
12,1
21,34
35,97
87,92
40,78
5,16
55,02
36,47
89,88
9,49
34,06
47,12
31,2
54,18
72,44
81,25
8,73
13,86
46,91
40,68
5,19
75,63
35,31
49,41
45,47
6,22
88,93
72,16
90,88
81,48
75,18
10,98
66,25
14,77
15,01
12,12
6,81
85,39
34,04
68,1
47,43
16,14
28,97
12,41
36,8
75,28
63,15
17,37
78,11
32,39
34,56
9,1
78,35
80,72
39,2
18,81
18,87
45,28
12,46
75,83
30,9
8,1
38,62
74,45
56,09
14,3
73,04
5,62
81,88
72,85
51,72
35,21
8,85
69,5
22,6
19,46
75,7
60,92
54,8
81,54
84
49,33
57,03
13,63
44,43
11,34
43,71
73,21
15,93
8,52
55,86
67,31
49,85
70,03
54,8
56,97
54,34
64,96
10,55
27,56
80,23
73,98
30,05
29,74
43,19
55,32
73,73
22,32
7,21
54,95
86,9
65,02
18,06
40,73
86,44
7,58
72,99
37,52
56,98
73,46
27
34,35
55,95
89,45
35,47
73,55
73,86
30,99
70,99
55,19
84,65
33,23
25,08
86,98
75,16
46,08
35,71
48,23
9,52
90,54
45
31,96
86,14
81,23
51,79
55,26
53,08
16,79
65,03
10,16
52,01
7,38
90,32
38,73
65,05
63,66
78,03
64,38
80,98
68,67
7,65
46,1
45,72
40,97
84,39
57,39
21,04
45,65
61,66
50,08
83,87
19,63
71,91
76,53
24,43
52,93
26,06
60,63
42,17
41,38
60,87
85,82
9,57
59,67
85,71
7,99
24,93
15,97
84,74
9,75
85,34
11,49
5,66
37,11
59,08
10,47
43,53
47,64
22,14
31,21
9
9,82
17,21
53,11
63,85
35,93
61,9
90,04
41,19
71,61
23,95
46,66
78
10,1
59,71
50,67
24,7
62,98
19,61
11,62
40,29
14,4
7,66
20,06
62,95
19,45
9,75
8,35
69,95
27,2
7,3
46,78
78,22
78,33
20,31
58,84
18,4
68,7
66,08
31,86
87,37
53,92
64,97
67,17
55,21
59,5
18,24
51,77
46,08
15
86,74
62,25
5,18
9,53
60,92
36,08
35,58
21,57
56,41
80,06
67,05
36,68
7,99
47,46
33,45
16,75
15,26
79,83
41,39
76,93
61,91
58,93
37,98
45,94
43,89
24,45
34,14
19,25
11,78
57,76
17,52
43,69
82,24
20,85
70,46
39,98
11,49
38,24
55,5
65,93
9,54
50,27
9,21
51,29
38,67
36,04
44,92
39,55
12,31
48,67
67,31
71,64
67,38
13,14
82,89
25,55
44,34
80,92
90
74,93
71,11
89,82
74,29
28,45
89,68
10,9
17,09
53,69
85,32
29,38
37,19
10,5
8,24
75,64
86,97
14,78
79,85
54,08
83,79
42,14
61,34
90,68
38,1
64,04
41,68
59,34
76,18
38,17
12,75
53,31
22,96
23,65
79,64
85,52
16,53
56,72
89,26
7,82
65,52
13,33
51,41
79,41
87,27
20,07
16,3
73,64
73,2
36,42
41,9
68,73
45,88
16,67
29,11
76,42
79,51
90,65
57,75
67,05
85,34
16,06
33,15
62,85
63,99
50,1
61,3
35,49
59,2
73,55
89,22
51,29
33,21
83,82
41,49
77,33
84,91
18,25
86,43
85,76
47,12
32
52,67
22,02
54,68
35,18
42,78
43,96
68,98
34,26
53,46
75,5
80,33
51,04
64,27
69,13
12,61
75,58
22,92
15,46
22,36
9,37
62,55
77,36
